numer_sta;date;pmer;tend;cod_tend;dd;ff;t;td;u;vv;ww;w1;w2;n;nbas;hbas;cl;cm;ch;pres;niv_bar;geop;tend24;tn12;tn24;tx12;tx24;tminsol;sw;tw;raf10;rafper;per;etat_sol;ht_neige;ssfrai;perssfrai;rr1;rr3;rr6;rr12;rr24;phenspe1;phenspe2;phenspe3;phenspe4;nnuage1;ctype1;hnuage1;nnuage2;ctype2;hnuage2;nnuage3;ctype3;hnuage3;nnuage4;ctype4;hnuage4;
61998;20240303120000;98390;-120;6;280;17.000000;286.850000;280.350000;65;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;98040;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;28.800000;-10;mq;mq;mq;mq;0.000000;mq;0.400000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
67005;20240303120000;100810;-200;6;170;5.000000;304.750000;296.550000;62;19460;0;mq;mq;mq;3;1250;mq;mq;mq;100730;mq;mq;-210;mq;mq;mq;mq;mq;mq;mq;7.100000;7.300000;-10;mq;mq;mq;mq;0.000000;0.200000;0.200000;0.200000;0.200000;mq;mq;mq;mq;3;mq;1080;3;mq;6900;mq;mq;mq;mq;mq;mq;
71805;20240303120000;103090;10;1;250;7.800000;275.050000;274.050000;93;7130;0;mq;mq;100;8;1250;mq;mq;mq;103000;mq;mq;30;mq;mq;mq;mq;273.050000;mq;mq;10.600000;12.500000;-10;mq;mq;mq;mq;-0.100000;-0.100000;-0.100000;-0.100000;0.200000;mq;mq;mq;mq;8;mq;1380;mq;mq;mq;mq;mq;mq;mq;mq;mq;
78890;20240303120000;101640;140;3;60;11.700000;299.550000;294.950000;76;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;101320;mq;mq;-70;mq;296.150000;mq;302.650000;mq;mq;mq;mq;14.400000;-10;mq;mq;mq;mq;0.000000;2.000000;3.800000;3.800000;4.200000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
78894;20240303120000;101760;170;3;60;8.500000;298.750000;292.650000;69;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;101240;mq;mq;-120;mq;297.650000;mq;301.750000;mq;mq;mq;12.400000;13.400000;-10;mq;mq;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
78897;20240303120000;101720;200;3;120;5.100000;295.550000;294.150000;92;2980;mq;mq;mq;mq;mq;mq;mq;mq;mq;101630;mq;mq;-60;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;1.200000;2.000000;3.600000;3.600000;5.600000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
78922;20240303120000;101660;220;3;80;6.600000;300.550000;295.250000;73;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;101220;mq;mq;-90;mq;297.850000;mq;301.850000;mq;mq;mq;8.300000;9.400000;-10;mq;mq;mq;mq;0.000000;0.000000;0.000000;0.200000;0.200000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
78925;20240303120000;101630;210;3;90;4.600000;299.650000;295.050000;76;60000;0;mq;mq;mq;0;mq;mq;mq;mq;101540;mq;mq;-100;mq;mq;mq;mq;mq;mq;mq;7.600000;7.600000;-10;mq;mq;mq;mq;0.000000;0.000000;0.900000;3.900000;5.100000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
81401;20240303120000;101380;230;1;20;0.800000;302.150000;297.250000;75;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;101320;mq;mq;10;mq;295.750000;mq;307.550000;mq;mq;mq;3.200000;3.200000;-10;mq;mq;mq;mq;0.000000;0.000000;0.000000;0.200000;0.600000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
81405;20240303120000;101410;230;3;350;0.800000;300.950000;297.550000;82;55980;0;mq;mq;mq;2;800;mq;mq;mq;101320;mq;mq;10;295.550000;mq;mq;mq;295.750000;mq;mq;1.700000;1.900000;-10;mq;mq;mq;mq;0.000000;0.000000;0.000000;0.200000;7.400000;mq;mq;mq;mq;2;mq;750;mq;mq;mq;mq;mq;mq;mq;mq;mq;
81408;20240303120000;101360;220;1;350;1.900000;301.250000;297.650000;81;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;101280;mq;mq;-20;mq;297.450000;mq;302.850000;mq;mq;mq;3.900000;3.900000;-10;mq;mq;mq;mq;0.000000;0.000000;0.000000;0.400000;2.600000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
81415;20240303120000;101470;230;3;60;0.800000;299.250000;297.250000;89;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;100250;mq;mq;-20;mq;296.950000;mq;307.450000;mq;mq;mq;1.800000;2.000000;-10;mq;mq;mq;mq;0.000000;0.000000;0.000000;3.800000;6.600000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
89642;20240303120000;99520;150;1;150;8.700000;262.950000;254.950000;48;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;98970;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;17.000000;-60;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07005;20240303150000;100470;190;3;290;6.100000;280.850000;277.650000;80;20000;0;mq;mq;mq;mq;mq;mq;mq;mq;99600;mq;mq;960;mq;mq;mq;mq;275.150000;mq;mq;8.100000;8.700000;-10;mq;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.400000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07015;20240303150000;100430;190;3;340;3.500000;279.350000;277.650000;89;12900;61;mq;mq;100;8;1250;mq;mq;mq;99860;mq;mq;840;mq;mq;mq;mq;278.450000;mq;mq;5.800000;7.600000;-10;2;0.000000;mq;mq;0.600000;2.000000;5.200000;6.000000;22.700000;mq;mq;mq;mq;2;mq;1050;6;mq;1260;8;mq;1500;mq;mq;mq;
07020;20240303150000;100550;160;3;280;5.200000;282.850000;277.650000;70;20000;2;2;mq;60;5;800;32;20;10;100440;mq;mq;1220;mq;mq;mq;mq;mq;mq;mq;7.900000;9.200000;-10;mq;mq;mq;mq;0.000000;0.000000;0.000000;0.000000;0.200000;mq;mq;mq;mq;5;8;900;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07027;20240303150000;100590;190;3;290;7.300000;281.650000;276.850000;72;44050;0;mq;mq;mq;3;1250;mq;mq;mq;99780;mq;mq;1170;mq;mq;mq;mq;278.050000;mq;mq;9.700000;10.800000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;3;mq;1230;4;mq;1620;mq;mq;mq;mq;mq;mq;
07037;20240303150000;100490;150;3;320;5.000000;281.950000;275.250000;63;60000;0;mq;mq;90;6;800;mq;mq;mq;98610;mq;mq;1000;mq;mq;mq;mq;277.450000;mq;mq;8.900000;8.900000;-10;mq;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;-0.100000;mq;mq;mq;mq;1;mq;870;3;mq;1050;6;mq;1320;mq;mq;mq;
07072;20240303150000;100380;210;3;300;6.300000;278.850000;277.150000;89;20000;0;mq;mq;100;8;450;mq;mq;mq;99220;mq;mq;650;mq;mq;mq;mq;279.250000;mq;mq;11.200000;11.300000;-10;0;0.000000;mq;mq;0.000000;-0.100000;1.000000;4.000000;8.800000;mq;mq;mq;mq;7;mq;360;7;mq;540;8;mq;720;mq;mq;mq;
07110;20240303150000;100740;110;2;290;5.000000;283.350000;275.950000;60;42030;0;mq;mq;75;6;1250;mq;mq;mq;99560;mq;mq;1180;mq;mq;mq;mq;273.250000;mq;mq;7.600000;10.500000;-10;0;0.000000;mq;mq;0.000000;0.000000;-0.100000;0.200000;4.200000;mq;mq;mq;mq;5;mq;1140;6;mq;1470;mq;mq;mq;mq;mq;mq;
07117;20240303150000;100670;120;3;250;6.500000;283.650000;275.250000;56;20000;2;0;mq;50;4;800;34;20;10;99970;mq;mq;1210;mq;mq;mq;mq;mq;mq;mq;11.900000;11.900000;-10;1;mq;mq;mq;0.000000;0.000000;0.000000;8.900000;9.500000;mq;mq;mq;mq;4;8;800;1;6;800;mq;mq;mq;mq;mq;mq;
07130;20240303150000;100710;160;3;320;5.300000;284.150000;275.450000;55;42220;0;mq;mq;mq;1;1250;mq;mq;mq;100260;mq;mq;1280;mq;mq;mq;mq;273.850000;mq;mq;8.400000;10.100000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;1;mq;1290;3;mq;1740;mq;mq;mq;mq;mq;mq;
07139;20240303150000;100580;150;3;280;6.800000;281.950000;275.950000;66;20000;0;mq;mq;90;3;1250;mq;mq;mq;98840;mq;mq;1130;mq;mq;mq;mq;278.950000;mq;mq;9.200000;9.200000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;0.200000;1.600000;mq;mq;mq;mq;3;mq;1050;5;mq;1620;7;mq;1980;mq;mq;mq;
07149;20240303150000;100460;150;3;310;4.700000;282.750000;276.250000;64;24330;0;2;2;90;6;800;mq;mq;mq;99380;mq;mq;910;mq;mq;mq;mq;mq;mq;mq;8.200000;8.900000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;0.200000;11.100000;mq;mq;mq;mq;1;mq;810;6;mq;990;6;mq;1320;mq;mq;mq;
07168;20240303150000;100450;220;3;330;7.200000;278.750000;277.250000;90;18970;61;mq;mq;100;8;450;mq;mq;mq;99020;mq;mq;770;mq;mq;mq;mq;278.550000;mq;mq;9.800000;12.500000;-10;2;0.000000;mq;mq;0.200000;1.700000;3.300000;8.300000;15.000000;mq;mq;mq;mq;1;mq;450;5;mq;720;8;mq;930;mq;mq;mq;
07181;20240303150000;100020;150;3;290;5.900000;281.750000;278.450000;80;60000;0;mq;mq;100;8;450;mq;mq;mq;95900;mq;mq;-20;mq;mq;mq;mq;276.950000;mq;mq;10.100000;10.100000;-10;mq;mq;mq;mq;0.000000;0.000000;0.000000;0.200000;1.200000;mq;mq;mq;mq;8;mq;450;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07190;20240303150000;99850;50;3;320;3.100000;284.950000;280.450000;74;13050;0;mq;mq;mq;3;4200;mq;mq;mq;98070;mq;mq;-300;mq;mq;mq;mq;278.450000;mq;mq;4.200000;4.400000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;3;mq;4200;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07207;20240303150000;100850;140;3;280;6.600000;284.250000;275.050000;53;30000;2;0;mq;10;1;800;31;20;10;100330;mq;mq;1320;mq;mq;mq;mq;mq;mq;mq;11.800000;12.700000;-10;1;mq;mq;mq;0.000000;0.000000;0.000000;-0.100000;-0.100000;mq;mq;mq;mq;1;8;800;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07222;20240303150000;100760;150;3;280;5.200000;283.450000;275.050000;56;33320;0;mq;mq;mq;1;1250;mq;mq;mq;100450;mq;mq;1350;mq;mq;mq;mq;278.050000;mq;mq;8.800000;9.300000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.400000;mq;mq;mq;mq;1;mq;1290;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07240;20240303150000;100620;160;3;280;3.900000;282.150000;274.550000;59;38820;0;mq;mq;75;5;1250;mq;mq;mq;99270;mq;mq;1110;mq;mq;mq;mq;277.550000;mq;mq;6.400000;7.400000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;2.600000;mq;mq;mq;mq;5;mq;1260;6;mq;1680;6;mq;6960;mq;mq;mq;
07255;20240303150000;100560;160;3;310;3.900000;281.350000;276.150000;70;20000;0;mq;mq;mq;mq;mq;mq;mq;mq;98560;mq;mq;1040;mq;mq;mq;mq;278.950000;mq;mq;6.500000;8.100000;-10;mq;0.000000;mq;mq;0.000000;0.000000;0.000000;0.200000;14.700000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07280;20240303150000;100210;150;3;320;9.700000;278.950000;275.550000;79;60000;0;mq;mq;100;8;450;mq;mq;mq;97560;mq;mq;260;mq;mq;mq;mq;280.150000;mq;mq;13.800000;13.800000;-10;0;0.000000;mq;mq;0.000000;0.000000;-0.100000;0.800000;1.200000;mq;mq;mq;mq;7;mq;540;8;mq;1170;mq;mq;mq;mq;mq;mq;
07299;20240303150000;99790;60;3;310;2.200000;285.150000;280.850000;75;15420;0;mq;mq;75;6;7080;mq;mq;mq;96600;mq;mq;-300;mq;mq;mq;mq;276.950000;mq;mq;3.200000;4.200000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;6;mq;7080;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07314;20240303150000;100890;190;3;300;8.500000;283.350000;276.150000;61;mq;mq;2;mq;mq;mq;mq;mq;mq;mq;100610;mq;mq;1330;mq;mq;mq;mq;mq;mq;mq;11.300000;12.300000;-10;mq;mq;mq;mq;0.000000;0.000000;0.000000;0.000000;1.600000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07335;20240303150000;100700;170;2;330;5.000000;282.350000;275.450000;62;60000;0;mq;mq;100;2;1250;mq;mq;mq;99260;mq;mq;1180;mq;mq;mq;mq;278.650000;mq;mq;7.100000;9.200000;-10;mq;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.200000;mq;mq;mq;mq;2;mq;1230;5;mq;1620;8;mq;1920;mq;mq;mq;
07434;20240303150000;100620;140;3;310;5.500000;280.650000;273.850000;62;37200;0;mq;mq;90;7;1750;mq;mq;mq;95840;mq;mq;1030;mq;mq;mq;mq;278.550000;mq;mq;10.700000;10.700000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;15.200000;mq;mq;mq;mq;2;mq;1620;7;mq;5580;7;mq;6240;mq;mq;mq;
07460;20240303150000;100460;150;3;330;5.900000;279.750000;274.650000;70;55850;0;mq;mq;90;7;800;mq;mq;mq;96510;mq;mq;750;mq;mq;mq;mq;276.350000;mq;mq;10.300000;11.200000;-10;0;0.000000;mq;mq;0.000000;0.000000;-0.100000;6.000000;14.100000;mq;mq;mq;mq;1;mq;900;7;mq;2700;mq;mq;mq;mq;mq;mq;
07471;20240303150000;mq;140;3;330;8.000000;274.050000;272.450000;89;3490;71;mq;mq;100;8;450;mq;mq;mq;90620;92500;667;300;mq;mq;mq;mq;274.850000;mq;mq;11.500000;13.900000;-10;13;0.010000;mq;mq;0.200000;0.400000;1.400000;9.700000;12.500000;mq;mq;mq;mq;2;mq;480;3;mq;660;8;mq;900;mq;mq;mq;
07481;20240303150000;100310;110;3;270;2.200000;276.850000;276.550000;98;6000;61;6;6;100;8;250;37;mq;mq;97400;mq;mq;300;mq;mq;mq;mq;mq;mq;mq;3.400000;4.500000;-10;2;0.000000;0.000000;-30;2.000000;5.000000;14.300000;20.900000;20.900000;mq;mq;mq;mq;2;7;200;8;7;390;mq;mq;mq;mq;mq;mq;
07510;20240303150000;100850;200;2;320;7.000000;283.550000;277.850000;68;39120;0;mq;mq;mq;5;450;mq;mq;mq;100270;mq;mq;1220;mq;mq;mq;mq;275.750000;mq;mq;13.500000;13.500000;-10;1;0.000000;mq;mq;-0.100000;-0.100000;-0.100000;1.600000;3.000000;mq;mq;mq;mq;1;mq;570;4;mq;1080;5;mq;1260;mq;8;mq;
07535;20240303150000;100610;120;3;300;4.500000;281.950000;275.250000;63;20000;0;mq;mq;mq;1;800;mq;mq;mq;97500;mq;mq;960;mq;mq;mq;mq;279.750000;mq;mq;10.700000;11.000000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;-0.100000;14.100000;mq;mq;mq;mq;1;mq;990;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07558;20240303150000;100250;90;3;330;11.900000;276.250000;272.750000;78;20000;0;mq;mq;mq;mq;mq;mq;mq;mq;91880;mq;mq;240;mq;mq;mq;mq;273.250000;mq;mq;17.400000;mq;-10;mq;0.000000;mq;mq;0.000000;-0.100000;0.400000;3.400000;5.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07577;20240303150000;100250;280;3;30;5.500000;274.850000;274.450000;97;9350;71;mq;mq;mq;mq;mq;mq;mq;mq;99340;mq;mq;80;mq;mq;mq;mq;277.250000;mq;mq;9.500000;10.700000;-10;2;mq;mq;mq;2.400000;9.200000;20.500000;31.100000;32.500000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07591;20240303150000;mq;70;3;60;8.000000;280.250000;273.650000;63;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;89690;92500;619;-760;mq;277.150000;mq;283.850000;mq;mq;mq;14.000000;16.800000;-10;mq;0.000000;mq;mq;0.000000;0.200000;0.200000;1.200000;1.600000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07607;20240303150000;100970;180;3;260;3.700000;281.750000;279.550000;86;48490;61;mq;mq;90;7;450;mq;mq;mq;100250;mq;mq;1240;mq;mq;mq;mq;278.950000;mq;mq;5.300000;8.700000;-10;mq;0.000000;mq;mq;-0.100000;0.200000;0.800000;1.200000;12.700000;mq;mq;mq;mq;5;mq;510;7;mq;690;7;mq;1230;mq;8;mq;
07621;20240303150000;101110;250;3;260;7.300000;276.650000;275.450000;92;14980;61;mq;mq;100;7;250;mq;mq;mq;96700;mq;mq;1370;mq;mq;mq;mq;276.250000;mq;mq;10.900000;12.600000;-10;2;0.000000;mq;mq;0.600000;2.800000;3.200000;4.000000;13.700000;mq;mq;mq;mq;6;mq;240;7;mq;480;7;mq;780;mq;mq;mq;
07627;20240303150000;100830;190;3;290;8.900000;279.150000;274.650000;73;20000;0;mq;mq;100;7;800;mq;mq;mq;95880;mq;mq;1170;mq;mq;mq;mq;276.750000;mq;mq;17.700000;17.700000;-10;0;0.000000;mq;mq;0.000000;0.200000;0.400000;3.000000;15.500000;mq;mq;mq;mq;2;mq;720;6;mq;900;7;mq;1170;mq;mq;mq;
07630;20240303150000;100650;130;3;280;10.800000;282.750000;277.550000;70;30260;0;mq;mq;90;1;800;mq;mq;mq;98850;mq;mq;1060;mq;mq;mq;mq;mq;mq;mq;16.300000;16.500000;-10;0;0.000000;mq;mq;-0.100000;-0.100000;mq;mq;mq;mq;mq;mq;mq;1;mq;630;3;mq;2220;7;mq;6300;mq;9;mq;
07643;20240303150000;100030;180;3;330;8.700000;280.150000;277.150000;81;6710;61;mq;mq;100;8;800;mq;mq;mq;99930;mq;mq;-70;mq;mq;mq;mq;278.950000;mq;mq;16.300000;18.600000;-10;mq;0.000000;mq;mq;3.800000;16.500000;33.100000;45.400000;47.800000;mq;mq;mq;mq;8;mq;870;mq;9;mq;mq;mq;mq;mq;mq;mq;
07650;20240303150000;99410;180;3;40;6.100000;284.450000;281.650000;83;8510;0;mq;mq;100;7;450;mq;mq;mq;99030;mq;mq;-1000;mq;mq;mq;mq;282.550000;mq;mq;9.800000;11.800000;-10;2;0.000000;mq;mq;0.200000;0.800000;8.200000;14.700000;18.500000;mq;mq;mq;mq;2;mq;330;4;mq;570;6;mq;900;mq;9;mq;
07690;20240303150000;99890;30;0;100;9.300000;285.050000;282.750000;86;6000;81;8;6;90;7;800;38;mq;mq;99580;mq;mq;-970;mq;mq;mq;mq;279.650000;mq;mq;13.600000;14.400000;-10;2;0.000000;mq;mq;3.000000;15.200000;29.300000;46.800000;60.400000;mq;mq;mq;mq;3;8;600;6;6;650;7;6;1000;mq;mq;mq;
07747;20240303150000;100230;160;3;300;12.900000;284.250000;273.950000;49;41900;0;mq;mq;mq;1;1250;mq;mq;mq;99700;mq;mq;540;mq;mq;mq;mq;279.250000;mq;mq;21.600000;21.600000;-10;mq;0.000000;mq;mq;0.000000;0.000000;0.000000;0.800000;3.000000;mq;mq;mq;mq;1;mq;1320;4;mq;4800;5;mq;5580;mq;8;mq;
07761;20240303150000;100180;-180;8;90;3.500000;283.750000;279.850000;77;60000;0;mq;mq;mq;1;1250;mq;mq;mq;100070;mq;mq;-970;mq;mq;mq;mq;278.950000;mq;mq;6.300000;7.700000;-10;mq;0.000000;mq;mq;-0.100000;5.500000;8.100000;8.100000;8.100000;mq;mq;mq;mq;1;mq;1320;4;mq;1620;5;mq;3900;mq;9;mq;
07790;20240303150000;99930;-230;6;350;2.200000;286.150000;282.750000;80;39230;0;mq;mq;mq;4;1750;mq;mq;mq;99790;mq;mq;-1090;mq;mq;mq;mq;281.450000;mq;mq;2.900000;5.200000;-10;mq;0.000000;mq;mq;0.400000;7.700000;11.500000;11.500000;11.500000;mq;mq;mq;mq;1;mq;1860;3;mq;2820;mq;8;mq;mq;mq;mq;
61970;20240303150000;100950;30;3;80;1.100000;303.250000;297.450000;71;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;100840;mq;mq;-60;mq;298.850000;mq;305.850000;mq;mq;mq;mq;4.100000;-10;mq;mq;mq;mq;0.000000;0.000000;0.000000;3.200000;28.100000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
61972;20240303150000;101090;30;5;150;4.200000;303.250000;298.350000;75;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;101020;mq;mq;-40;mq;300.450000;mq;305.850000;mq;mq;mq;mq;7.300000;-10;mq;mq;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
61976;20240303150000;101180;150;3;30;8.800000;301.350000;299.350000;89;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;101090;mq;mq;0;mq;298.550000;mq;304.050000;mq;mq;mq;mq;14.100000;-10;mq;mq;mq;mq;1.000000;5.700000;5.900000;9.200000;16.800000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
61980;20240303150000;101480;180;3;120;6.600000;300.950000;297.750000;83;19910;0;mq;mq;100;1;1250;mq;mq;mq;101330;mq;mq;-70;mq;mq;mq;mq;mq;mq;mq;10.000000;10.300000;-10;mq;mq;mq;mq;0.000000;0.000000;0.000000;0.600000;0.600000;mq;mq;mq;mq;1;mq;1380;3;mq;1560;7;mq;2040;mq;mq;mq;
61996;20240303150000;102130;0;5;270;7.800000;289.850000;285.550000;76;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;101780;mq;mq;410;mq;287.450000;mq;294.850000;mq;mq;mq;mq;12.200000;-10;mq;mq;mq;mq;0.000000;0.000000;0.000000;0.000000;0.200000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
61997;20240303150000;100810;170;3;250;8.900000;280.550000;276.750000;77;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;99040;mq;mq;-430;mq;280.550000;mq;288.450000;mq;mq;mq;mq;18.400000;-10;mq;mq;mq;mq;0.000000;0.000000;0.000000;4.800000;12.200000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
61998;20240303150000;98450;50;2;270;15.900000;281.850000;276.650000;70;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;98090;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;26.200000;-10;mq;mq;mq;mq;0.000000;0.200000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
67005;20240303150000;100870;60;3;160;4.400000;302.950000;296.150000;67;20000;0;mq;mq;mq;1;1250;mq;mq;mq;100790;mq;mq;-150;mq;mq;mq;mq;mq;mq;mq;6.400000;7.300000;-10;mq;mq;mq;mq;0.000000;0.000000;0.200000;0.200000;0.200000;mq;mq;mq;mq;1;mq;1020;mq;mq;mq;mq;mq;mq;mq;mq;mq;
71805;20240303150000;103040;-50;8;240;8.100000;276.050000;274.450000;89;9890;0;mq;mq;100;8;2250;mq;mq;mq;102950;mq;mq;-130;mq;mq;mq;mq;273.250000;mq;mq;10.500000;11.000000;-10;mq;mq;mq;mq;0.000000;0.000000;-0.100000;-0.100000;-0.100000;mq;mq;mq;mq;7;mq;2040;8;mq;2520;mq;mq;mq;mq;mq;mq;
78890;20240303150000;101700;60;0;70;11.600000;301.550000;295.550000;70;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;101380;mq;mq;-100;mq;296.150000;mq;302.650000;mq;mq;mq;mq;14.000000;-10;mq;mq;mq;mq;0.000000;0.000000;2.000000;3.800000;4.200000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
78894;20240303150000;101830;80;0;60;9.300000;301.350000;293.350000;62;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;101320;mq;mq;-120;mq;297.650000;mq;301.750000;mq;mq;mq;14.000000;14.000000;-10;mq;mq;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
78897;20240303150000;101740;20;0;80;5.100000;300.150000;295.350000;75;46520;mq;mq;mq;mq;mq;mq;mq;mq;mq;101650;mq;mq;-100;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;0.800000;2.800000;4.800000;6.400000;6.400000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
78922;20240303150000;101700;40;0;90;7.400000;300.950000;295.650000;73;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;101260;mq;mq;-110;mq;297.850000;mq;301.850000;mq;mq;mq;9.600000;10.400000;-10;mq;mq;mq;mq;0.000000;0.000000;0.000000;0.200000;0.200000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
78925;20240303150000;101660;30;1;100;7.500000;301.650000;294.950000;67;59070;0;mq;mq;75;5;800;mq;mq;mq;101570;mq;mq;-120;mq;mq;mq;mq;mq;mq;mq;11.300000;11.300000;-10;mq;mq;mq;mq;0.200000;0.200000;0.200000;2.700000;4.100000;mq;mq;mq;mq;5;mq;870;5;mq;1380;6;mq;1680;mq;mq;mq;
81401;20240303150000;101360;20;8;10;1.600000;305.650000;296.350000;58;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;101300;mq;mq;-50;mq;295.750000;mq;307.550000;mq;mq;mq;4.000000;6.500000;-10;mq;mq;mq;mq;0.000000;0.000000;0.000000;0.200000;0.200000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
81405;20240303150000;101410;0;0;350;4.900000;303.550000;295.950000;64;53090;0;mq;mq;mq;1;1250;mq;mq;mq;101320;mq;mq;-30;mq;mq;mq;mq;295.750000;mq;mq;8.800000;9.500000;-10;mq;mq;mq;mq;0.000000;0.200000;0.200000;0.200000;7.400000;mq;mq;mq;mq;1;mq;1050;mq;mq;mq;mq;mq;mq;mq;mq;mq;
